operator,format,index_dtype,value_dtype,op,route,status
spmm,CSR,int64,complex128,non,triton,SUPPORTED
spmm,CSR,int64,complex128,non,triton_opt_alg2,SUPPORTED
spmm,CSR,int64,complex128,trans,csr_adaptive_tile_split,UNVERIFIED
spmm,CSR,int64,complex128,trans,csr_row_kparallel,UNVERIFIED
spmm,CSR,int64,complex128,trans,csr_row_tile,UNVERIFIED
spmm,CSR,int64,complex128,trans,csr_split_nnz_reduce,UNVERIFIED
spmm,CSR,int64,complex128,trans,triton,SUPPORTED
spmm,CSR,int64,complex128,conj,csr_adaptive_tile_split,UNVERIFIED
spmm,CSR,int64,complex128,conj,csr_row_kparallel,UNVERIFIED
spmm,CSR,int64,complex128,conj,csr_row_tile,UNVERIFIED
spmm,CSR,int64,complex128,conj,csr_split_nnz_reduce,UNVERIFIED
spmm,CSR,int64,complex128,conj,triton,SUPPORTED
spmv,BSR,int32,float32,non,triton,SUPPORTED
spmv,BSR,int32,float32,non,triton_blockrow_reduce,SUPPORTED
spmv,BSR,int32,float32,trans,triton,SUPPORTED
spmv,BSR,int32,float32,conj,triton,SUPPORTED
spmv,BSR,int32,float64,non,triton,SUPPORTED
spmv,BSR,int32,float64,non,triton_blockrow_reduce,SUPPORTED
spmv,BSR,int32,float64,trans,triton,SUPPORTED
spmv,BSR,int32,float64,conj,triton,SUPPORTED
spmv,BSR,int32,complex64,non,triton,SUPPORTED
spmv,BSR,int32,complex64,non,triton_blockrow_reduce,SUPPORTED
spmv,BSR,int32,complex64,trans,triton,SUPPORTED
spmv,BSR,int32,complex64,conj,triton,SUPPORTED
spmv,BSR,int32,complex128,non,triton,SUPPORTED
spmv,BSR,int32,complex128,non,triton_blockrow_reduce,SUPPORTED
spmv,BSR,int32,complex128,trans,triton,SUPPORTED
spmv,BSR,int32,complex128,conj,triton,SUPPORTED
spmv,BSR,int64,float32,non,triton,SUPPORTED
spmv,BSR,int64,float32,non,triton_blockrow_reduce,SUPPORTED
spmv,BSR,int64,float32,trans,triton,SUPPORTED
spmv,BSR,int64,float32,conj,triton,SUPPORTED
spmv,BSR,int64,float64,non,triton,SUPPORTED
spmv,BSR,int64,float64,non,triton_blockrow_reduce,SUPPORTED
spmv,BSR,int64,float64,trans,triton,SUPPORTED
spmv,BSR,int64,float64,conj,triton,SUPPORTED
spmv,BSR,int64,complex64,non,triton,SUPPORTED
spmv,BSR,int64,complex64,non,triton_blockrow_reduce,SUPPORTED
spmv,BSR,int64,complex64,trans,triton,SUPPORTED
spmv,BSR,int64,complex64,conj,triton,SUPPORTED
spmv,BSR,int64,complex128,non,triton,SUPPORTED
spmv,BSR,int64,complex128,non,triton_blockrow_reduce,SUPPORTED
spmv,BSR,int64,complex128,trans,triton,SUPPORTED
spmv,BSR,int64,complex128,conj,triton,SUPPORTED
spmv,COO,int32,float32,non,triton,SUPPORTED
spmv,COO,int32,float32,trans,triton,SUPPORTED
spmv,COO,int32,float32,conj,triton,SUPPORTED
spmv,COO,int32,float64,non,triton,SUPPORTED
spmv,COO,int32,float64,trans,triton,SUPPORTED
spmv,COO,int32,float64,conj,triton,SUPPORTED
spmv,COO,int32,complex64,non,triton,SUPPORTED
spmv,COO,int32,complex64,trans,triton,SUPPORTED
spmv,COO,int32,complex64,conj,triton,SUPPORTED
spmv,COO,int32,complex128,non,triton,SUPPORTED
spmv,COO,int32,complex128,trans,triton,SUPPORTED
spmv,COO,int32,complex128,conj,triton,SUPPORTED
spmv,COO,int64,float32,non,triton,SUPPORTED
spmv,COO,int64,float32,trans,triton,SUPPORTED
spmv,COO,int64,float32,conj,triton,SUPPORTED
spmv,COO,int64,float64,non,triton,SUPPORTED
spmv,COO,int64,float64,trans,triton,SUPPORTED
spmv,COO,int64,float64,conj,triton,SUPPORTED
spmv,COO,int64,complex64,non,triton,SUPPORTED
spmv,COO,int64,complex64,trans,triton,SUPPORTED
spmv,COO,int64,complex64,conj,triton,SUPPORTED
spmv,COO,int64,complex128,non,triton,SUPPORTED
spmv,COO,int64,complex128,trans,triton,SUPPORTED
spmv,COO,int64,complex128,conj,triton,SUPPORTED
spmv,COO->CSR,int32,float16,non,triton,SUPPORTED
spmv,COO->CSR,int32,bfloat16,non,triton,SUPPORTED
spmv,COO->CSR,int32,float32,non,triton,SUPPORTED
spmv,COO->CSR,int32,float64,non,triton,SUPPORTED
spmv,COO->CSR,int32,complex64,non,triton,SUPPORTED
spmv,COO->CSR,int32,complex128,non,triton,SUPPORTED
spmv,COO->CSR,int64,float16,non,triton,SUPPORTED
spmv,COO->CSR,int64,bfloat16,non,triton,SUPPORTED
spmv,COO->CSR,int64,float32,non,triton,SUPPORTED
spmv,COO->CSR,int64,float64,non,triton,SUPPORTED
spmv,COO->CSR,int64,complex64,non,triton,SUPPORTED
spmv,COO->CSR,int64,complex128,non,triton,SUPPORTED
spmv,CSC,int32,float32,non,triton,SUPPORTED
spmv,CSC,int32,float32,trans,triton,SUPPORTED
spmv,CSC,int32,float32,conj,triton,SUPPORTED
spmv,CSC,int32,float64,non,triton,SUPPORTED
spmv,CSC,int32,float64,trans,triton,SUPPORTED
spmv,CSC,int32,float64,conj,triton,SUPPORTED
spmv,CSC,int32,complex64,non,triton,SUPPORTED
spmv,CSC,int32,complex64,trans,triton,SUPPORTED
spmv,CSC,int32,complex64,conj,triton,SUPPORTED
spmv,CSC,int32,complex128,non,triton,SUPPORTED
spmv,CSC,int32,complex128,trans,triton,SUPPORTED
spmv,CSC,int32,complex128,conj,triton,SUPPORTED
spmv,CSC,int64,float32,non,triton,SUPPORTED
spmv,CSC,int64,float32,trans,triton,SUPPORTED
spmv,CSC,int64,float32,conj,triton,SUPPORTED
spmv,CSC,int64,float64,non,triton,SUPPORTED
spmv,CSC,int64,float64,trans,triton,SUPPORTED
spmv,CSC,int64,float64,conj,triton,SUPPORTED
spmv,CSC,int64,complex64,non,triton,SUPPORTED
spmv,CSC,int64,complex64,trans,triton,SUPPORTED
spmv,CSC,int64,complex64,conj,triton,SUPPORTED
spmv,CSC,int64,complex128,non,triton,SUPPORTED
spmv,CSC,int64,complex128,trans,triton,SUPPORTED
spmv,CSC,int64,complex128,conj,triton,SUPPORTED
spmv,CSR,int32,float16,non,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,float16,non,legacy_rowpar,SUPPORTED
spmv,CSR,int32,float16,non,legacy_segbin,SUPPORTED
spmv,CSR,int32,float16,non,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,float16,non,row_split_reduce,UNVERIFIED
spmv,CSR,int32,float16,non,row_tile,UNVERIFIED
spmv,CSR,int32,float16,non,row_vector,UNVERIFIED
spmv,CSR,int32,float16,non,triton,SUPPORTED
spmv,CSR,int32,float16,trans,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,float16,trans,legacy_rowpar,SUPPORTED
spmv,CSR,int32,float16,trans,legacy_segbin,SUPPORTED
spmv,CSR,int32,float16,trans,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,float16,trans,row_split_reduce,UNVERIFIED
spmv,CSR,int32,float16,trans,row_tile,UNVERIFIED
spmv,CSR,int32,float16,trans,row_vector,UNVERIFIED
spmv,CSR,int32,float16,trans,triton,SUPPORTED
spmv,CSR,int32,float16,conj,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,float16,conj,legacy_rowpar,SUPPORTED
spmv,CSR,int32,float16,conj,legacy_segbin,SUPPORTED
spmv,CSR,int32,float16,conj,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,float16,conj,row_split_reduce,UNVERIFIED
spmv,CSR,int32,float16,conj,row_tile,UNVERIFIED
spmv,CSR,int32,float16,conj,row_vector,UNVERIFIED
spmv,CSR,int32,float16,conj,triton,SUPPORTED
spmv,CSR,int32,bfloat16,non,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,bfloat16,non,legacy_rowpar,SUPPORTED
spmv,CSR,int32,bfloat16,non,legacy_segbin,SUPPORTED
spmv,CSR,int32,bfloat16,non,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,bfloat16,non,row_split_reduce,UNVERIFIED
spmv,CSR,int32,bfloat16,non,row_tile,UNVERIFIED
spmv,CSR,int32,bfloat16,non,row_vector,UNVERIFIED
spmv,CSR,int32,bfloat16,non,triton,SUPPORTED
spmv,CSR,int32,bfloat16,trans,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,bfloat16,trans,legacy_rowpar,SUPPORTED
spmv,CSR,int32,bfloat16,trans,legacy_segbin,SUPPORTED
spmv,CSR,int32,bfloat16,trans,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,bfloat16,trans,row_split_reduce,UNVERIFIED
spmv,CSR,int32,bfloat16,trans,row_tile,UNVERIFIED
spmv,CSR,int32,bfloat16,trans,row_vector,UNVERIFIED
spmv,CSR,int32,bfloat16,trans,triton,SUPPORTED
spmv,CSR,int32,bfloat16,conj,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,bfloat16,conj,legacy_rowpar,SUPPORTED
spmv,CSR,int32,bfloat16,conj,legacy_segbin,SUPPORTED
spmv,CSR,int32,bfloat16,conj,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,bfloat16,conj,row_split_reduce,UNVERIFIED
spmv,CSR,int32,bfloat16,conj,row_tile,UNVERIFIED
spmv,CSR,int32,bfloat16,conj,row_vector,UNVERIFIED
spmv,CSR,int32,bfloat16,conj,triton,SUPPORTED
spmv,CSR,int32,float32,non,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,float32,non,legacy_rowpar,SUPPORTED
spmv,CSR,int32,float32,non,legacy_segbin,SUPPORTED
spmv,CSR,int32,float32,non,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,float32,non,row_split_reduce,UNVERIFIED
spmv,CSR,int32,float32,non,row_tile,UNVERIFIED
spmv,CSR,int32,float32,non,row_vector,UNVERIFIED
spmv,CSR,int32,float32,non,triton,SUPPORTED
spmv,CSR,int32,float32,trans,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,float32,trans,legacy_rowpar,SUPPORTED
spmv,CSR,int32,float32,trans,legacy_segbin,SUPPORTED
spmv,CSR,int32,float32,trans,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,float32,trans,row_split_reduce,UNVERIFIED
spmv,CSR,int32,float32,trans,row_tile,UNVERIFIED
spmv,CSR,int32,float32,trans,row_vector,UNVERIFIED
spmv,CSR,int32,float32,trans,triton,SUPPORTED
spmv,CSR,int32,float32,conj,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,float32,conj,legacy_rowpar,SUPPORTED
spmv,CSR,int32,float32,conj,legacy_segbin,SUPPORTED
spmv,CSR,int32,float32,conj,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,float32,conj,row_split_reduce,UNVERIFIED
spmv,CSR,int32,float32,conj,row_tile,UNVERIFIED
spmv,CSR,int32,float32,conj,row_vector,UNVERIFIED
spmv,CSR,int32,float32,conj,triton,SUPPORTED
spmv,CSR,int32,float64,non,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,float64,non,legacy_rowpar,SUPPORTED
spmv,CSR,int32,float64,non,legacy_segbin,SUPPORTED
spmv,CSR,int32,float64,non,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,float64,non,row_split_reduce,UNVERIFIED
spmv,CSR,int32,float64,non,row_tile,UNVERIFIED
spmv,CSR,int32,float64,non,row_vector,UNVERIFIED
spmv,CSR,int32,float64,non,triton,SUPPORTED
spmv,CSR,int32,float64,trans,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,float64,trans,legacy_rowpar,SUPPORTED
spmv,CSR,int32,float64,trans,legacy_segbin,SUPPORTED
spmv,CSR,int32,float64,trans,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,float64,trans,row_split_reduce,UNVERIFIED
spmv,CSR,int32,float64,trans,row_tile,UNVERIFIED
spmv,CSR,int32,float64,trans,row_vector,UNVERIFIED
spmv,CSR,int32,float64,trans,triton,SUPPORTED
spmv,CSR,int32,float64,conj,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,float64,conj,legacy_rowpar,SUPPORTED
spmv,CSR,int32,float64,conj,legacy_segbin,SUPPORTED
spmv,CSR,int32,float64,conj,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,float64,conj,row_split_reduce,UNVERIFIED
spmv,CSR,int32,float64,conj,row_tile,UNVERIFIED
spmv,CSR,int32,float64,conj,row_vector,UNVERIFIED
spmv,CSR,int32,float64,conj,triton,SUPPORTED
spmv,CSR,int32,complex64,non,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,complex64,non,legacy_rowpar,SUPPORTED
spmv,CSR,int32,complex64,non,legacy_segbin,SUPPORTED
spmv,CSR,int32,complex64,non,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,complex64,non,row_split_reduce,UNVERIFIED
spmv,CSR,int32,complex64,non,row_tile,UNVERIFIED
spmv,CSR,int32,complex64,non,row_vector,UNVERIFIED
spmv,CSR,int32,complex64,non,triton,SUPPORTED
spmv,CSR,int32,complex64,trans,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,complex64,trans,legacy_rowpar,SUPPORTED
spmv,CSR,int32,complex64,trans,legacy_segbin,SUPPORTED
spmv,CSR,int32,complex64,trans,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,complex64,trans,row_split_reduce,UNVERIFIED
spmv,CSR,int32,complex64,trans,row_tile,UNVERIFIED
spmv,CSR,int32,complex64,trans,row_vector,UNVERIFIED
spmv,CSR,int32,complex64,trans,triton,SUPPORTED
spmv,CSR,int32,complex64,conj,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,complex64,conj,legacy_rowpar,SUPPORTED
spmv,CSR,int32,complex64,conj,legacy_segbin,SUPPORTED
spmv,CSR,int32,complex64,conj,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,complex64,conj,row_split_reduce,UNVERIFIED
spmv,CSR,int32,complex64,conj,row_tile,UNVERIFIED
spmv,CSR,int32,complex64,conj,row_vector,UNVERIFIED
spmv,CSR,int32,complex64,conj,triton,SUPPORTED
spmv,CSR,int32,complex128,non,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,complex128,non,legacy_rowpar,SUPPORTED
spmv,CSR,int32,complex128,non,legacy_segbin,SUPPORTED
spmv,CSR,int32,complex128,non,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,complex128,non,row_split_reduce,UNVERIFIED
spmv,CSR,int32,complex128,non,row_tile,UNVERIFIED
spmv,CSR,int32,complex128,non,row_vector,UNVERIFIED
spmv,CSR,int32,complex128,non,triton,SUPPORTED
spmv,CSR,int32,complex128,trans,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,complex128,trans,legacy_rowpar,SUPPORTED
spmv,CSR,int32,complex128,trans,legacy_segbin,SUPPORTED
spmv,CSR,int32,complex128,trans,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,complex128,trans,row_split_reduce,UNVERIFIED
spmv,CSR,int32,complex128,trans,row_tile,UNVERIFIED
spmv,CSR,int32,complex128,trans,row_vector,UNVERIFIED
spmv,CSR,int32,complex128,trans,triton,SUPPORTED
spmv,CSR,int32,complex128,conj,legacy_bucket_vector,SUPPORTED
spmv,CSR,int32,complex128,conj,legacy_rowpar,SUPPORTED
spmv,CSR,int32,complex128,conj,legacy_segbin,SUPPORTED
spmv,CSR,int32,complex128,conj,row_adaptive_split,UNVERIFIED
spmv,CSR,int32,complex128,conj,row_split_reduce,UNVERIFIED
spmv,CSR,int32,complex128,conj,row_tile,UNVERIFIED
spmv,CSR,int32,complex128,conj,row_vector,UNVERIFIED
spmv,CSR,int32,complex128,conj,triton,SUPPORTED
spmv,CSR,int64,float16,non,legacy_bucket_vector,SUPPORTED
spmv,CSR,int64,float16,non,legacy_rowpar,SUPPORTED
spmv,CSR,int64,float16,non,legacy_segbin,SUPPORTED
spmv,CSR,int64,float16,non,row_adaptive_split,UNVERIFIED
spmv,CSR,int64,float16,non,row_split_reduce,UNVERIFIED
spmv,CSR,int64,float16,non,row_tile,UNVERIFIED
spmv,CSR,int64,float16,non,row_vector,UNVERIFIED
spmv,CSR,int64,float16,non,triton,SUPPORTED
spmv,CSR,int64,float16,trans,legacy_bucket_vector,SUPPORTED
spmv,CSR,int64,float16,trans,legacy_rowpar,SUPPORTED
spmv,CSR,int64,float16,trans,legacy_segbin,SUPPORTED
spmv,CSR,int64,float16,trans,row_adaptive_split,UNVERIFIED
spmv,CSR,int64,float16,trans,row_split_reduce,UNVERIFIED
spmv,CSR,int64,float16,trans,row_tile,UNVERIFIED
spmv,CSR,int64,float16,trans,row_vector,UNVERIFIED
